Model,Approach,LTL Formula,AST,Trace,Ground Truth,Raw Response,LLM Response,Initial Prediction,Refined Prediction
gemini-1.5-flash,zero_shot_self_refine,G(!(a & b)) & G(a | b),"LAnd(Always(Not(LAnd(AtomicProposition(""a""),AtomicProposition(""b"")))),Always(LOr(AtomicProposition(""a""),AtomicProposition(""b""))))","[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(!a) U b,"Until(Not(AtomicProposition(""a"")), AtomicProposition(""b""))","[a = TRUE, b = TRUE];[a = TRUE, b = FALSE];[a = TRUE, b = TRUE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(!a) U b,"Until(Not(AtomicProposition(""a"")), AtomicProposition(""b""))","[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(a U b) | G(a),"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))","[a = TRUE, b = TRUE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Positive,"Initial: POSITIVE

Refined: POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-flash,zero_shot_self_refine,(a U b) | G(a),"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))","[a = TRUE, b = FALSE];[a = FALSE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,!p U (p U (!p U (p U G(!p)))),"Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Always(Not(AtomicProposition(""p"")))))))",[p = TRUE];[p = FALSE];[p = FALSE];...,Positive,"Initial: UNKNOWN

Refined: NEGATIVE
",Negative,UNKNOWN,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,!p U (p U (!p U (p U G(!p)))),"Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Always(Not(AtomicProposition(""p"")))))))",[p = TRUE];[p = TRUE];...,Negative,"Initial: UNKNOWN

Refined: NEGATIVE
",Negative,UNKNOWN,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(!(a & b)) & G(a | b),"LAnd(Always(Not(LAnd(AtomicProposition(""a""),AtomicProposition(""b"")))),Always(LOr(AtomicProposition(""a""),AtomicProposition(""b""))))","[a = TRUE, b = TRUE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Initial: UNKNOWN

Refined: POSITIVE
",Positive,UNKNOWN,POSITIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & (x2 | x3 | x4)),"Always(Not(LAnd(AtomicProposition(""x1""),LOr(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),AtomicProposition(""x4"")))))","[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & (x2 | x3 | x4)),"Always(Not(LAnd(AtomicProposition(""x1""),LOr(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),AtomicProposition(""x4"")))))","[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & (x2 | x1)),"Always(Not(LAnd(AtomicProposition(""x1""),LOr(AtomicProposition(""x2""),AtomicProposition(""x1"")))))","[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & (x2 | x1)),"Always(Not(LAnd(AtomicProposition(""x1""),LOr(AtomicProposition(""x2""),AtomicProposition(""x1"")))))","[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Initial: UNKNOWN

Refined: POSITIVE
",Positive,UNKNOWN,POSITIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Initial: UNKNOWN

Refined: POSITIVE
",Positive,UNKNOWN,POSITIVE
gemini-1.5-flash,zero_shot_self_refine,G!(x1 & x2),"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,x1 -> X(x2 U (x3 & x4)),"LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), LAnd(AtomicProposition(""x3""),AtomicProposition(""x4"")))))","[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,x1 -> X(x2 U (x3 & x4)),"LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), LAnd(AtomicProposition(""x3""),AtomicProposition(""x4"")))))","[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,F(x1 -> F(!x1)),"Eventually(LImplies(AtomicProposition(""x1""),Eventually(Not(AtomicProposition(""x1"")))))",[x1 = TRUE];[x1 = FALSE];...,Positive,"Initial: POSITIVE

Refined: POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-flash,zero_shot_self_refine,F(x1 -> F(!x1)),"Eventually(LImplies(AtomicProposition(""x1""),Eventually(Not(AtomicProposition(""x1"")))))",[x1 = TRUE];[x1 = TRUE];...,Negative,"Initial: NEGATIVE

Refined: UNKNOWN
",,NEGATIVE,UNKNOWN
gemini-1.5-flash,zero_shot_self_refine,(r U b) & G(r),"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))","[b = TRUE, r = TRUE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(r U b) & G(r),"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))","[b = TRUE, r = FALSE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,r & !X(b),"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))","[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"Initial: UNKNOWN

Refined: NEGATIVE
",Negative,UNKNOWN,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,r & !X(b),"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))","[b = FALSE, r = FALSE];[b = FALSE, r = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(r -> X(!r & X(r))),"Always(LImplies(AtomicProposition(""r""),Next(LAnd(Not(AtomicProposition(""r"")),Next(AtomicProposition(""r""))))))",[r = TRUE];[r = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(r -> X(!r & X(r))),"Always(LImplies(AtomicProposition(""r""),Next(LAnd(Not(AtomicProposition(""r"")),Next(AtomicProposition(""r""))))))",[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(r U b) & G(r),"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))","[b = TRUE, r = TRUE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(r U b) & G(r),"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))","[b = TRUE, r = FALSE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,r & !X(b),"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))","[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,r & !X(b),"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))","[b = FALSE, r = FALSE];[b = FALSE, r = FALSE];...",Negative,"Initial: UNKNOWN

Refined: NEGATIVE
",Negative,UNKNOWN,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(!r),"Always(Not(AtomicProposition(""r"")))",[r = FALSE];[r = FALSE];...,Positive,"Initial: POSITIVE

Refined: POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-flash,zero_shot_self_refine,G(!r),"Always(Not(AtomicProposition(""r"")))",[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> X(!x1) & X(X(x1))),"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> X(!x1) & X(X(x1))),"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(!x1) U (x1 & X(G(!x1))),"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Next(Always(Not(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(!x1) U (x1 & X(G(!x1))),"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Next(Always(Not(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = TRUE];...,Negative,"Initial: UNKNOWN

Refined: UNKNOWN
",UNKNOWN,UNKNOWN,UNKNOWN
gemini-1.5-flash,zero_shot_self_refine,!F(x1 & X(x1) & X(X(x1))),"Not(Eventually(LAnd(LAnd(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,!F(x1 & X(x1) & X(X(x1))),"Not(Eventually(LAnd(LAnd(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1-> F(x2)),"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1-> F(x2)),"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(r U !r) & (G(!r -> G(!r))),"LAnd(Until(AtomicProposition(""r""), Not(AtomicProposition(""r""))),Always(LImplies(Not(AtomicProposition(""r"")),Always(Not(AtomicProposition(""r""))))))",[r = TRUE];[r = FALSE];[r = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(r U !r) & (G(!r -> G(!r))),"LAnd(Until(AtomicProposition(""r""), Not(AtomicProposition(""r""))),Always(LImplies(Not(AtomicProposition(""r"")),Always(Not(AtomicProposition(""r""))))))",[r = TRUE];[r = FALSE];[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(F(r)),"Always(Eventually(AtomicProposition(""r"")))",[r = FALSE];[r = TRUE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(F(r)),"Always(Eventually(AtomicProposition(""r"")))",[r = FALSE];[r = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,x1 -> X(X(X(x1))),"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))",[x1 = FALSE];[x1 = FALSE];...,Positive,"Initial: POSITIVE

Refined: UNKNOWN
",,POSITIVE,UNKNOWN
gemini-1.5-flash,zero_shot_self_refine,x1 -> X(X(X(x1))),"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,X(X(F(X(r)))),"Next(Next(Eventually(Next(AtomicProposition(""r"")))))",[r = FALSE];[r = FALSE];[r = TRUE];[r = TRUE];[r = FALSE];...,Positive,"Initial: POSITIVE

Refined: POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-flash,zero_shot_self_refine,X(X(F(X(r)))),"Next(Next(Eventually(Next(AtomicProposition(""r"")))))",[r = FALSE];[r = FALSE];...,Negative,"Initial: NEGATIVE

Refined: UNKNOWN
",,NEGATIVE,UNKNOWN
gemini-1.5-flash,zero_shot_self_refine,F(r) -> G(b),"LImplies(Eventually(AtomicProposition(""r"")),Always(AtomicProposition(""b"")))","[b = TRUE, r = TRUE];[b = TRUE, r = FALSE];[b = TRUE, r = FALSE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,F(r) -> G(b),"LImplies(Eventually(AtomicProposition(""r"")),Always(AtomicProposition(""b"")))","[b = TRUE, r = TRUE];[b = FALSE, r = FALSE];[b = TRUE, r = FALSE];[b = TRUE, r = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(r U b) & G(r),"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))","[b = TRUE, r = TRUE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(r U b) & G(r),"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))","[b = TRUE, r = FALSE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(r -> X(!r) & X(X(r))),"Always(LImplies(AtomicProposition(""r""),LAnd(Next(Not(AtomicProposition(""r""))),Next(Next(AtomicProposition(""r""))))))",[r = TRUE];[r = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(r -> X(!r) & X(X(r))),"Always(LImplies(AtomicProposition(""r""),LAnd(Next(Not(AtomicProposition(""r""))),Next(Next(AtomicProposition(""r""))))))",[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(r -> !X(g)),"Always(LImplies(AtomicProposition(""r""),Not(Next(AtomicProposition(""g"")))))","[g = FALSE, r = TRUE];[g = FALSE, r = TRUE];...",Positive,"Initial: UNKNOWN

Refined: UNKNOWN
",UNKNOWN,UNKNOWN,UNKNOWN
gemini-1.5-flash,zero_shot_self_refine,G(r -> !X(g)),"Always(LImplies(AtomicProposition(""r""),Not(Next(AtomicProposition(""g"")))))","[g = FALSE, r = TRUE];[g = FALSE, r = TRUE];[g = TRUE, r = TRUE];[g = FALSE, r = FALSE];[g = TRUE, r = TRUE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,F(b & X(F(b))),"Eventually(LAnd(AtomicProposition(""b""),Next(Eventually(AtomicProposition(""b"")))))",[b = TRUE];[b = TRUE];[b = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,F(b & X(F(b))),"Eventually(LAnd(AtomicProposition(""b""),Next(Eventually(AtomicProposition(""b"")))))",[b = TRUE];[b = FALSE];[b = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,x1 & G(x1 -> X(!x1 & X(x1))),"LAnd(AtomicProposition(""x1""),Always(LImplies(AtomicProposition(""x1""),Next(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))))",[x1 = TRUE];[x1 = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,x1 & G(x1 -> X(!x1 & X(x1))),"LAnd(AtomicProposition(""x1""),Always(LImplies(AtomicProposition(""x1""),Next(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,!x1 U (x1 & G(!X(x1))),"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Always(Not(Next(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,!x1 U (x1 & G(!X(x1))),"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Always(Not(Next(AtomicProposition(""x1""))))))",[x1 = TRUE];[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G((!x1 | x2) -> X(!x3)),"Always(LImplies(LOr(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Next(Not(AtomicProposition(""x3"")))))","[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G((!x1 | x2) -> X(!x3)),"Always(LImplies(LOr(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Next(Not(AtomicProposition(""x3"")))))","[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> F(x2)),"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> F(x2)),"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> X(x2)),"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> X(x2)),"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> F(x2)),"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Initial: POSITIVE

Refined: NEGATIVE
",Negative,POSITIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 -> F(x2)),"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 & !x2),"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,G(x1 & !x2),"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))","[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Initial: NEGATIVE

Refined: NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-flash,zero_shot_self_refine,(x1 & !x2) -> X(x1),"LImplies(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),Next(AtomicProposition(""x1"")))","[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Initial: UNKNOWN

Refined: UNKNOWN
",UNKNOWN,UNKNOWN,UNKNOWN
