Model,Approach,Natural Language,Atomic Proposition,Ground Truth,Generated Response,LLM Response
gemini-2.5-flash,zero_shot_self_refine,"If Oswald hadn't killed Kennedy, someone else would have.","""Oswald killed Kennedy” : x1 ; ""Someone else killed Kennedy” : x2",!x1 -> x2,"Initial: ```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), Eventually(AtomicProposition(""x2"")))
```
Refined: ```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), Eventually(AtomicProposition(""x2"")))
```",(!(x1) -> F(x2))
gemini-2.5-flash,zero_shot_self_refine,Any time Min is home is a time Henry is home.,"""Min is home” : x1 ;  ""Henry is home” :  x2",G (x1 -> x2),"Initial: ```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```
Refined: ```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",G((x1 -> x2))
gemini-2.5-flash,zero_shot_self_refine,"If Oswald didn't kill Kennedy, someone else did.","""Oswald killed Kennedy” : x1 ; ""Someone else killed Kennedy” : x2",!x1 -> x2,"Initial: ```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))
```",(!(x1) -> x2)
gemini-2.5-flash,zero_shot_self_refine,If Min is home now then Henry is home now.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,If Min is home then Henry is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,Min is home only if Henry is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,Only if Henry is home is Min home.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition('x1'), AtomicProposition('x2'))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,Henry is home if Min is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,"I can't die before noon, for it's false that if I don't have a second cup I'll die before noon.","""I have a second cup” : x1 ; ""I die before noon” : x2",!x2 & !(!x1 -> x2),"Initial: ```python
formulaToFind = LAnd(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2"")))
```
Refined: ```python
formulaToFind = LImplies(LNot(LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))), LNot(AtomicProposition(""x2"")))
```",(!((!(x1) -> x2)) -> !(x2))
gemini-2.5-flash,zero_shot_self_refine,"If Min is home, Henry is.","""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,"If Min works on board that leaky tub, she's underpaid.","""Min works on board that leaky tub” : x1 ; ”Min is underpaid” : x2",x1 -> x2,"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,"If, from the beginning, the sky is always pink, then the sky will be pink whenever it is examined in the future.","""The sky is pink” : x1 ; ""The sky is examined” : x2",G(x1 -> G (x2 -> x1),"Initial: ```python
formulaToFind = LImplies(Always(AtomicProposition(""x1"")), Always(LImplies(AtomicProposition(""x2""), AtomicProposition(""x1""))))
```
Refined: ```python
formulaToFind = LImplies(Historically(AtomicProposition(""x1"")), Always(LImplies(AtomicProposition(""x2""), AtomicProposition(""x1""))))
```",(H(x1) -> G((x2 -> x1)))
gemini-2.5-flash,zero_shot_self_refine,"I'll have a second cup, so I'll die before noon if I don't.","""I have a second cup” : x1 ; ""I die before noon” : x2",x1 -> (!x1 -> x2),"Initial: ```python
formulaToFind = LAnd(Eventually(AtomicProposition(""x1"")), LImplies(LNot(Eventually(AtomicProposition(""x1""))), Eventually(AtomicProposition(""x2""))))
```
Refined: ```python
formulaToFind = LAnd(AtomicProposition(""x1""), LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2"")))
```",(x1 & (!(x1) -> x2))
gemini-2.5-flash,zero_shot_self_refine,Min is home given that Henry is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x2 -> x1,"Initial: formulaToFind = LImplies(AtomicProposition(""x2""), AtomicProposition(""x1""))
Refined: formulaToFind = LImplies(AtomicProposition(""x2""), AtomicProposition(""x1""))",(x2 -> x1)
gemini-2.5-flash,zero_shot_self_refine,Henry is home given that Min is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"Initial: formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-2.5-flash,zero_shot_self_refine,"If I am sleeping from now up until the time the alarm goes off and continue sleeping up until my doorbell rings, then I am sleeping from now up until the time my doorbell rings","“I am sleeping” : x1 ; ""The alarm goes off” : x2 ; ”The doorbell rings” : x3",((x1 U x2) & (x1 U x3)) -> (x1 U x3),"Initial: ```python
formulaToFind = LImplies(Until(AtomicProposition(""x1""), LAnd(AtomicProposition(""x2""), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))
```
Refined: ```python
formulaToFind = LImplies(Until(AtomicProposition(""x1""), LAnd(AtomicProposition(""x2""), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))
```",((x1 U (x2 & (x1 U x3))) -> (x1 U x3))
gemini-2.5-flash,zero_shot_self_refine,Both Min and Henry are home given that exactly one is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",((x1 & !x2) | (!x1 & x2)) -> (x1 & x2),"Initial: ```python
formulaToFind = LImplies(LOr(LAnd(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))), LAnd(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))), LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```
Refined: ```python
formulaToFind = LImplies(LOr(LAnd(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))), LAnd(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))), LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",(((x1 & !(x2)) | (!(x1) & x2)) -> (x1 & x2))
gemini-2.5-flash,zero_shot_self_refine,"if x1 holds sometime, x2 does so before",x1 : x1 ; x2 : x2,F(x1) -> (!x1 U x2),"Initial: ```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Since(Literal(""True""), AtomicProposition(""x2""))))
```
Refined: To translate the natural language LTL specification ""if x1 holds sometime, x2 does so before"" into a propositional linear temporal logic (LTL) formula using only the allowed Python class constructors (`AtomicProposition`, `Eventually`, `Always`, `LAnd`, `LOr`, `LNot`, `LImplies`, `LEquiv`, `Next`, `Until`), we need to carefully consider the meaning of ""before"" and the expressiveness of the allowed operators.

The phrase ""x2 does so before"" implies that if `x1` ever becomes true, then `x2` must have been true at some point at or before `x1` became true. This is often represented using past LTL operators like `Once(x2)` (meaning `x2` was true at some point in the past or present) or `Since(True, x2)` (meaning `x2` was true at some point in the past, and `True` held since then). However, `Once`, `Historically`, `Yesterday`, and `Since` are *not* in the list of allowed constructors.

This constraint forces us to express the ""before"" relationship using only future-oriented operators (`Always`, `Eventually`, `Next`, `Until`) and propositional logic.

Let's consider the negation of the property: ""It is *not* the case that (if x1 holds sometime, x2 does so before)"".
This means: ""x1 holds sometime, AND x2 does *not* do so before"".
""x2 does *not* do so before"" means that when `x1` becomes true, `x2` has *not* been true at any point up to that moment.

This translates to: `Eventually(x1 AND Historically(Not x2))`.
Since `Historically` is not allowed, we look for an equivalent using the allowed operators. `Historically(Not x2)` would mean `Always (Not x2)` in the past.

A common pattern to express ""B happens strictly before A"" using future operators is `LNot(Until(LNot(B), A))`. This means ""It is *not* the case that (`B` is false until `A` is true)"". If this formula is true, it implies that `B` must have been true at some point *before* `A` occurred, or `A` never occurs.

Let's define our atomic propositions:
`x1 = AtomicProposition(""x1"")`
`x2 = AtomicProposition(""x2"")`

Consider the proposed formula: `LNot(Until(LNot(x2), x1))`

Let's test this formula with two example traces:

**Trace 1: `[(x1=F, x2=F), (x1=F, x2=F), (x1=T, x2=F)]`**
*   Natural language interpretation: `x1` holds at `pos=2`, but `x2` never holds before or at `pos=2`. So, the property ""if x1 holds sometime, x2 does so before"" should be `False`.
*   Evaluating `LNot(Until(LNot(x2), x1))` at `pos=0`:
    *   Evaluate `Until(LNot(x2), x1)` at `pos=0`.
    *   The `b` part is `x1`. The first time `x1` is `True` at or after `pos=0` is at `k=2`.
    *   The `a` part is `LNot(x2)`. We check `LNot(x2)` for all `j` from `pos=0` up to `k-1=1`.
        *   At `j=0`: `LNot(x2)` is `LNot(False)` which is `True`.
        *   At `j=1`: `LNot(x2)` is `LNot(False)` which is `True`.
    *   Since `LNot(x2)` is `True` for all `j` in `[0, 1]`, `Until(LNot(x2), x1)` evaluates to `Some(True)`.
    *   Therefore, `LNot(Until(LNot(x2), x1))` evaluates to `LNot(Some(True))` which is `Some(False)`. This matches the expected result.

**Trace 2: `[(x1=F, x2=T), (x1=T, x2=F)]`**
*   Natural language interpretation: `x1` holds at `pos=1`. `x2` held at `pos=0` (before `x1`). So, the property should be `True`.
*   Evaluating `LNot(Until(LNot(x2), x1))` at `pos=0`:
    *   Evaluate `Until(LNot(x2), x1)` at `pos=0`.
    *   The `b` part is `x1`. The first time `x1` is `True` at or after `pos=0` is at `k=1`.
    *   The `a` part is `LNot(x2)`. We check `LNot(x2)` for all `j` from `pos=0` up to `k-1=0`.
        *   At `j=0`: `LNot(x2)` is `LNot(True)` which is `False`.
    *   Since `LNot(x2)` is `False` at `j=0`, the condition that `a` must be true for all `j` is violated. So, `Until(LNot(x2), x1)` evaluates to `Some(False)`.
    *   Therefore, `LNot(Until(LNot(x2), x1))` evaluates to `LNot(Some(False))` which is `Some(True)`. This matches the expected result.

This formula `LNot(Until(LNot(AtomicProposition(""x2"")), AtomicProposition(""x1"")))` accurately captures the meaning of ""x2 happens strictly before the first occurrence of x1 (relative to the evaluation position)"". While natural language ""before"" often includes ""at the same time"", given the strict operator constraints, this is the closest standard LTL translation that uses only the allowed constructors to imply an ordering where `x2` precedes `x1`.

```python
formulaToFind = LNot(Eventually(LAnd(AtomicProposition(""x1""), Until(LNot(AtomicProposition(""x2"")), AtomicProposition(""x1"")))))
```",!(F((x1 & (!(x2) U x1))))
gemini-2.5-flash,zero_shot_self_refine,Both Min and Henry are home given that at least one is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",(x1 ∨ x2) -> (x1 ∧ x2),"Initial: ```python
formulaToFind = LImplies(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```
Refined: ```python
formulaToFind = LImplies(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",((x1 | x2) -> (x1 & x2))
gemini-2.5-flash,zero_shot_self_refine,Either min is home or she and Hen are not both home ,"""Min is home” : x1 ;  ""Henry is home” :  x2",X1 | !(x1 & x2),"Initial: ```python
formulaToFind = LOr(AtomicProposition(""x1""), LNot(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))))
```
Refined: ```python
formulaToFind = LOr(AtomicProposition(""x1""), LNot(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))))
```",(x1 | !((x1 & x2)))
gemini-2.5-flash,zero_shot_self_refine,"Min's home if Henry is, but he isn't, so she isn't.","""Min is home” : x1 ;  ""Henry is home” :  x2",(x2 -> x1) & !x2 -> !x1,"Initial: ```python
formulaToFind = LAnd(LAnd(LImplies(AtomicProposition(""x2""), AtomicProposition(""x1"")), LNot(AtomicProposition(""x2""))), LNot(AtomicProposition(""x1"")))
```
Refined: ```python
formulaToFind = LImplies(LAnd(LImplies(AtomicProposition(""x2""), AtomicProposition(""x1"")), LNot(AtomicProposition(""x2""))), LNot(AtomicProposition(""x1"")))
```",(((x2 -> x1) & !(x2)) -> !(x1))
gemini-2.5-flash,zero_shot_self_refine,Either min is home or she and Hen are both not home ,"""Min is home” : x1 ;  ""Henry is home” :  x2",X1 | (!x1 & !x2),"Initial: ```python
formulaToFind = LOr(AtomicProposition(""x1""), LAnd(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2""))))
```
Refined: ```python
formulaToFind = LOr(AtomicProposition(""x1""), LAnd(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2""))))
```",(x1 | (!(x1) & !(x2)))
gemini-2.5-flash,zero_shot_self_refine,Max is home if and only if Claire is at the library,"""Max is home” : x1; ""Claire is at the library” : x2",x1 <-> x2,"Initial: ```python
formulaToFind = LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))
```
Refined: ```python
formulaToFind = LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 <-> x2)
gemini-2.5-flash,zero_shot_self_refine,Exactly one in home given that at least one is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",(x1 | x2) -> ((x1 & !x2) | (!x1 & x2)),"Initial: ```python
formulaToFind = LImplies(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), LOr(LAnd(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))), LAnd(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))))
```
Refined: ```python
formulaToFind = LImplies(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), LOr(LAnd(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))), LAnd(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))))
```",((x1 | x2) -> ((x1 & !(x2)) | (!(x1) & x2)))
gemini-2.5-flash,zero_shot_self_refine,"It's false that if Min is home, she's on board, because if she's home, she's not on board.","""Min is home” : x1 ;  ""Min is on board” : x2",!(x1 -> x2) & (x1 -> !x2),"Initial: ```python
formulaToFind = LAnd(LNot(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))), LImplies(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))))
```
Refined: ```python
formulaToFind = LAnd(LNot(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))), LImplies(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))))
```",(!((x1 -> x2)) & (x1 -> !(x2)))
gemini-2.5-flash,zero_shot_self_refine,"Look, we know that Min is on board if Henry is home. Then she has to be on board if she's home, because Henry's home if she is.","""Min is home” : x1 ;  ""Min is on board” : x2 ; ""Henry is home” : x3",(X3 -> x2) & (x1 -> x3) -> (x1 -> x2),"Initial: ```python
formulaToFind = LAnd(Always(LImplies(AtomicProposition(""x3""), AtomicProposition(""x2""))), LImplies(Always(LImplies(AtomicProposition(""x1""), AtomicProposition(""x3""))), Always(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))))
```
Refined: ```python
formulaToFind = LImplies(LImplies(AtomicProposition(""x3""), AtomicProposition(""x2"")), LImplies(LImplies(AtomicProposition(""x1""), AtomicProposition(""x3"")), Always(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))))
```",((x3 -> x2) -> ((x1 -> x3) -> G((x1 -> x2))))
gemini-2.5-flash,zero_shot_self_refine,"It's false that if Min is home, she's on board. Then if she's home, she's not on board.","""Min is home” : x1 ;  ""Min is on board” : x2",!(x1 -> x2) -> (x1 -> !x2),"Initial: ```python
formulaToFind = LImplies(LNot(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))), Next(LImplies(AtomicProposition(""x1""), LNot(AtomicProposition(""x2"")))))
```
Refined: ```python
formulaToFind = LImplies(LNot(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))), LImplies(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))))
```",(!((x1 -> x2)) -> (x1 -> !(x2)))
gemini-2.5-flash,zero_shot_self_refine,Max is a student if and only if Claire is not.,"""Max is a student” : x1 ; ""Claire is a student” : x2",x1 <-> !x2,"Initial: ```python
formulaToFind = LEquiv(AtomicProposition(""x1""), LNot(AtomicProposition(""x2"")))
```
Refined: ```python
formulaToFind = LEquiv(AtomicProposition(""x1""), LNot(AtomicProposition(""x2"")))
```",(x1 <-> !(x2))
gemini-2.5-flash,zero_shot_self_refine,"If neither Max nor Claire fed Folly at 2:00, then she was hungry.","""Max fed Folly at 2:00 pm” : x1 ; ""Claire fed Folly at 2:00 pm” : x2; ""Folly was hungry” : x3",(!x1 & !x2) -> x3,"Initial: ```python
formulaToFind = LImplies(LAnd(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2""))), AtomicProposition(""x3""))
```
Refined: ```python
formulaToFind = LImplies(LNot(LOr(AtomicProposition(""x1""), AtomicProposition(""x2""))), AtomicProposition(""x3""))
```",(!((x1 | x2)) -> x3)
gemini-2.5-flash,zero_shot_self_refine,Claire is at the library unless Max is home,"""Max is home” : x1; ""Claire is at the library” : x2",x2 <-> !x1,"Initial: ```python
formulaToFind = LOr(Until(AtomicProposition(""x2""), AtomicProposition(""x1"")), Always(AtomicProposition(""x2"")))
```
Refined: ```python
formulaToFind = LOr(Until(AtomicProposition(""x2""), AtomicProposition(""x1"")), Always(AtomicProposition(""x2"")))
```",((x2 U x1) | G(x2))
gemini-2.5-flash,zero_shot_self_refine,Max was angry at 2:05 only if Claire fed either Folly or Scruffy five minutes before.,"""Max was angry at 2:05 pm” :  x1; “Claire fed Folly at 2:00 pm” : x2 ; ""Claire fed Scruffy at 2:00 pm” : x3",x1 -> (x2 | x3),"Initial: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), Yesterday(LOr(AtomicProposition(""x2""), AtomicProposition(""x3""))))
```
Refined: ```python
formulaToFind = LImplies(AtomicProposition(""x1""), Yesterday(LOr(AtomicProposition(""x2""), AtomicProposition(""x3""))))
```",(x1 -> Y((x2 | x3)))
gemini-2.5-flash,zero_shot_self_refine,"Max fed Folly at 2:00 pm, but if he gave her to Claire then, Folly was not hungry five minutes later.","""Max fed Folly at 2:00 pm” :  x1 ; ""Max gave Folly to Claire” : x2 ; ""Folly was not hungry at 2:05 pm” : x3",x1 ∧ (x2 -> !x3),"Initial: ```python
formulaToFind = LAnd(AtomicProposition(""x1""), LImplies(AtomicProposition(""x2""), Next(AtomicProposition(""x3""))))
```
Refined: ```python
formulaToFind = LAnd(AtomicProposition(""x1""), LImplies(AtomicProposition(""x2""), Next(AtomicProposition(""x3""))))
```",(x1 & (x2 -> X(x3)))
